,sentence,label
1222,但叫網管抓r你問苗大議員阿打B,Non-offensive
1223,別讓台北人想起來賴功德絕對是臥底陳時中也覺得萬華有蟲洞啊塔綠班票好多,Non-offensive
1224,搬蔡EE故故意的吧！不講自己提菜E遲早都要選總統,Non-offensive
1225,靠蹭柯可憐仔下去好嗎？羞辱公務員柯文哲應該當數綠班只會這四個字側翼講話有邏輯屎都可以當科長活該自己公私不分，所喵薄啞呵呵又來了，問A答B，提升民辦公室打砲的呢？邏輯滿分文革來嚕自助餐啊,Non-offensive
1226,自己負責,Non-offensive
1227,這名字好要被關了是不是五樓都看中天吧allyours,Non-offensive
1228,中科院人員不能去大有掛的樣子,Non-offensive
1229,還俄國在東邊也要開戰線？,Non-offensive
1230,這看看吧,Non-offensive
1231,是啊，馬英九講的很對，美國民黨=和統,Non-offensive
1232,跟這些買根本詐欺了吧換個公司名,Non-offensive
1233,小只會改名字？,Non-offensive
1234,擺明了就給他終究是要白藍合的，八卦白至少開始懂的用他黨，但之民進黨就沒這氣度,Non-offensive
1235,不是皇上回宮當然要大聲喊阿你沒車牌辨識？跟8+9愛改管一樣,Non-offensive
1236,騙票啦譴責變色其實是甲貓自己喜歡可樂吧真爽一堆飲料可以喝她好像瘦了,Non-offensive
1237,陳菊,Non-offensive
1238,怡農貶低國格？,Non-offensive
1239,就是1450支那銀都跑出來了上面幫當朝講了一堆理由，馬19當時做的事情真的普通澎下降了，g排會降回6馬執政後期確實很爛，但也馬時候是做什麼都會被說，美國QE美元貶值讓資金往還在一中各表五年來首見耶民進黨真的漂白馬英九綠共就是會哭的孩子有糖吃核四是拼裝車,Non-offensive
1240,再來啊,Non-offensive
1241,是不是在害好氣喔~重用9萬爭取年輕選票,Non-offensive
1242,真的很怕你可能很年輕沒經歷過萬年直接比數量,Non-offensive
1243,就穩上了，沒差是政見發表會又不是廢話大唉,Non-offensive
1244,嘻耶,Non-offensive
1245,牆頭草在找流量發現等下次風向往民進黨這,Non-offensive
1246,=,Non-offensive
1247,克拉克是你能二創的英粉生氣了標準就是黨定的啊特哥阿扣哥這次我支持時鐘其實二創DPP的政治人物我要看到血流成河不要這麼誠實好不好要多低能才會被謝罵低能兒能夠被這個吸毒仔罵低能兒是不是該回去多哈幾下了別污名化低能兒智障，他票太多能給也不會就真的啊哈哈,Non-offensive
1248,鄭運鵬加中國同路人力挺中國人,Non-offensive
1249,偵查,Non-offensive
1250,跟台獨差別是不聽話就是台獨啊,Non-offensive
1251,沒聽過這掃自己？？？大權在握最好???????又在自介？供三洨,Non-offensive
1252,被擋下,Non-offensive
1253,不過這裡都網甲甲484都跟那隻噁貓一被要求又如何,Offensive
1254,就像行李沒差吧,Non-offensive
1255,嘔嘔嘔嘔嘔統1布丁？某肛門族群又犯罪了=,Non-offensive
1256,真D87連成員都沒有決定，這小組台灣人民對不起民進黨，建先能檢討蟑螂再來說不如辦徵文比賽檢討敗選原選總統的前哨戰另一個少子化辦公室？一看就知道輸不夠啦檢討別人小組誰會相信詐騙祖師爺綠共的結輪：都是死忠的錯,Non-offensive
1257,還真的檢討怎麼被假訊息攻擊還是母雞選擇性幫小雞意思就是中央社記者->溫貴香請問講一堆枝微末節,Non-offensive
1258,至少也是組長哈哈哈，扶龍王盡量罵，謝笑死,Non-offensive
1259,金鉤杯歐，金鉤杯歐，金鉤是汙了多少錢土城找安,Non-offensive
1260,dpp靠你了假訊息不用罰300萬？嫖妓沒帶錢,Non-offensive
1261,好猛其實市長是副職啦，笑死888傲慢老人八年辛苦了，謝謝側翼蟑螂建議先去看腦地下院長？補選蔣萬安立委把第三勢力打趴,Non-offensive
1262,郭黃當副手現在沒聲量的是黃，到底是這組合也太讚,Non-offensive
1263,自30多年前......居然沒被扁,Non-offensive
1264,徐,Non-offensive
1265,再奶好大,Non-offensive
1266,突然放煙火是...........這P-63,Non-offensive
1267,辦公室多查一點嘻嘻,Non-offensive
1268,黃郁芬,Non-offensive
1269,=那你刪文啊…無言這邊有自己的價值判斷，罵社會大學不知道,Non-offensive
1270,滿滿的屎味呵呵，智商碾壓笑而不答你確定不會被抓戰犯嗎？,Non-offensive
1271,澤東,Non-offensive
1272,靠嘴6億徵300萬名黑熊勇士老先生看錯了抗中,Non-offensive
1273,沒用？日本只想佔土地跟石油，沒日本是先跟美國開戰才搶東打俄國或是跟俄國簽不侵犯希特勒一定會打俄國，你日剛統一完,Non-offensive
1274,笑死支那讓台獨副總統當副省長剛剛有人說話嗎？中國台灣省的副省長到日本副省長欸，怕了吧！學學蚵嗲說打就打，別一張廢省了啦,Non-offensive
1275,苗博雅請出來對社會社會大學,Non-offensive
1276,只要判高虹安有罪,Non-offensive
1277,pass嗯嗯喔喔真的喔?笑死人的通篇邏輯錯亂，這是醫生誰民進黨反黑金反幾十年，反邏輯死去,Non-offensive
1278,直接先堵住塔綠班的嘴國民兩黨有人要出來競爭最看看民進黨這樣，多好中肯，塔綠班潑糞一條龍綠共塔綠班哪次不是這樣耍不重要則不會被討論被造謠前幾天還有正黑的在那邊柯你三民自總編輯？不意外啊,Non-offensive
1279,綠吱,Offensive
1280,懂？一樓智障放生比雕左轉pokemon因為他經不起考驗小智使用抄夢人設崩壞,Offensive
1281,哪天有這國家已經沒救了共犯你媽,Non-offensive
1282,然難以置信,Non-offensive
1283,可憐哪蟑螂：柯文哲失言,Offensive
1284,那不是支語嗎只好繼續讓她當不蠢的台北八千不知道吸那裡,Non-offensive
1285,而且反正到最後會被擋掉或捉小党都推傀儡啊,Non-offensive
1286,啊不就是個內鬼，呵呵呵呵開口就噴屎，民進党的話能不久前蔡總統不是才狂抹台我說綠腦好玩欸,Non-offensive
1287,可悲那你怎麼還在？,Non-offensive
1288,互批對一看就知道你啥麼都不懂,Non-offensive
1289,但就事論等下，這新聞可以爆出，代選輸不是檢討執政哪裡有問永遠都是別人的錯2024看來在野躺著選了今日人設是你們要我選的最好派梁出來,Non-offensive
1290,真的是笑死好啦,Non-offensive
1291,33本來就很難贏這假新聞吧！沒政見只會嘴我台北人，真搞不太懂有甚假民調屁完了沒？33又墊底了。4%會不會民調是刺激第二名衝的,Non-offensive
1292,加油加油楊寶禎看起這些小雞,Non-offensive
1293,想國昌很難，硬是他的特點王邱才是讓十粒爛的原因吧時力已經掛了,Non-offensive
1294,等起訴求偶錯了?上車仔們想聯誼臭了嗎好屌喔喔喔,Offensive
1295,"就有的東西補發身分證要找人喬嗎？國圖那篇連口委簽名跟版權小英就是台灣價值包裝過的XD仔真慢我照推文的圖片滾回去坐牢要被關回去了817繼續跳針""可以下載我看有人很想回去蹲歐調皮哦，想監獄啦",Non-offensive
1296,農包媒體關係都沒搞好,Non-offensive
1297,你484想轉移垃圾党自家黑道焦點這沒什麼好不過的現在社會黑道：好喔，就讓老婆小孩那國民黨在增加不會.現在洗錢很嚴喔,Non-offensive
1298,饑個屁對面在經濟打壓,Offensive
1299,應該沒比他帥的候選人了吧農夫出動，農婦高潮農婦準備好了農哥不考慮去刺個半甲嗎？想起來第二件事要回答什麼選舉口號不抹黑，建議多加他造型跟趙介佑ㄧ樣耶又是黑道，快吐了農婦都濕了你管的住側翼不遌繞隉H不我要COCO王浩宇,Non-offensive
1300,兩人受眾不一樣,Non-offensive
1301,極易被滲冰山一角啦,Non-offensive
1302,踩著一萬防疫指揮官落跑去選市長了原來33寄生在民進黨時鐘本來就是黨員吧以“寄生”定義來看，阿中原來今天的人設是寄生中啊不管事實如何,Non-offensive
1303,疑似,Non-offensive
1304,你確定？網軍準備不如找陳菊來接吧內政部長網軍準備能救民進黨的只剩林世堅吧還想再試試網軍的威力嗎親中分子,Non-offensive
1305,搞不好想要笑死，33留任就好啦，幹先管好自己民眾黨的事吧，延續滿意度最後一名的團隊蔣講話沒份量,Non-offensive
1306,馬囧,Non-offensive
1307,沒東西打民進黨再加油，看看會不會所以違反法律問題的點是？代表這是個空缺，他男友另白手套標政府案子給女兒,Non-offensive
1308,柯最適合的位子是我寧願再投一次馬英九反正臺灣人就愛民進黨，讓難道你要支持蘇貞昌?張亞中,Non-offensive
1309,這就是157不是禁光了嗎？還沒有嗎？笑妳不敢啦！抗中飽台，是為了生活，你不要懷疑政府下禮拜五改革4%五毛聽到柯cf馬上高幹話給157來講特別丟臉真的是笑妳不敢垃圾民進黨詐騙集團，人不EE表示ECFA好香,Non-offensive
1310,摳連譯：跟現在政府比根本九牛執政黨說明一切,Non-offensive
1311,九二共識,Non-offensive
1312,準備回家種好窩,Non-offensive
1313,哪來的你他媽怎麼不敢出來選對外定調私人行程,Offensive
1314,"沒看過這就說是發表""談話""",Non-offensive
1315,"台灣沉下去黨以前人書讀不高很純樸,人817就是智障啊對啊韓粉也1票，還投了5所以民進黨才要用媒體控制大多都是智障",Non-offensive
1316,現在死忠的都會被支持民進黨的有一定比率結死忠的都被笑多久了,Non-offensive
1317,昨天哈哈,Non-offensive
1318,騎超過1小時,Non-offensive
1319,多一席沒小黨底子不夠硬搞配票可能給錢就要黨拱你不就又回到配票？供三小這樣看起來是還不錯,Non-offensive
1320,照苗的論調，以後上班空檔死忠就愛這一味,Non-offensive
1321,可惜柯明年的預算還那麼努力XD100萬什麼垃圾侯都會跟議員選完後想先度個假錯了「二度覆議失敗」。別再丟柯的新聞一出來網軍就又高人家在等章市長指示有些現在不好買的規格容易記者又再掰故事了…人走茶涼,Non-offensive
1322,那我決定有高級業務嘴的實力寧願相信世上有鬼也不信小妳講的是哪個平行宇宙的陳疫苗要排,Non-offensive
1323,你委屈了黨國鷹犬幹你娘咧,Non-offensive
1324,現實不要意淫雲林,Offensive
1325,？你能嗎？不在乎人命擋疫苗,Non-offensive
1326,跟騷屁眼仔發問妳就乖乖回答,Non-offensive
1327,吱己人剽就跟民間政府協力買疫苗一台灣的政治可以一直說謊造很愛搶功勞...現在說不改口了齁，知道講錯了也絕不愧是全黨挺抄襲,Non-offensive
1328,要報復性投給王連農婦票都要流失了喜歡小弟咖的應該不介意當這年頭連這種咖都能變成明發胖、講話草包、跟黑道扯沒辦法被插秧了,Non-offensive
1329,不要空口說白話綠共是嫌輸的不夠多嗎？柯：北部議長都黑道洪妻公刷存在感出賣同學的,Non-offensive
1330,鼻安土城也可以還在幫貪污犯洗地，真他媽國家機器真無恥，增加人民國家機器真的厲害所以你有證據說司法不公，廢話一堆，推文先提出誰有等果凍出來當英雄！看來新竹大秘寶很髒~垃圾找安少女的下場如何並不影新竹大秘寶所以檢調選擇性辦案？不查檢調會動作就是掌握相當證貪污還不能辦喔？虹衛兵趕垃圾綠共，搞綠色恐怖抓人鬼臉是要崩潰多久啊,Non-offensive
1331,就加入英系？當時被弄的超難看，真的扯中共同路人zzz側翼蠢蠢欲動EE掰掰,Non-offensive
1332,兩害相權取中華民國就中國帶來的史觀但是韓國演藝圈還蠻多日本反觀台灣皇奴反觀.......日本衰中國人仇日恨美啊台灣喔,Non-offensive
1333,綠共什麼鍋配什麼蓋,Offensive
1334,我就笑文山區超北市議員不是說新北市的不要找你監不是說新北市府網軍,Non-offensive
1335,阿北要幫更生人洗這柯文哲就是只要有好處,Non-offensive
1336,高高光頭沒滾，還是沒救滾,Offensive
1337,=.=,Non-offensive
1338,淺綠馬粉,Non-offensive
1339,嘻嘻幹你媽,Offensive
1340,又低到綠共跟韓,Offensive
1341,相比擋疫苗懶覺比雞腿王世堅當初第一次選立委時民進黨也寄生中華民國啊,Non-offensive
1342,下架塔綠班47萬個87台北喜迎時中市長了！這很明顯要操作棄珊保安啊敢估到個位數票數，這民調想看1126,Non-offensive
1343,不被傳統約KMT以前真智障,Non-offensive
1344,笑死真是9%名軍？就是他做太爛才讓塔綠班這我以前也被帶風向，對不起死忠的還能凹，眼睛瞎的，馬也能洗白,Non-offensive
1345,沒人玩得起米國不會有事,Non-offensive
1346,經由brella塔綠斑證前面還在說口號沒意義,Non-offensive
1347,飛彈飛來你說了啥要是沒有選舉，我看一年都就是你在挑釁，疫苗死那麼我以為是守護高端咧現在力量還8夠大嗎護國神山直接送給美國,Non-offensive
1348,垃圾習近平果然是中共同路人,Offensive
1349,貪汙的光頭：不必去查騙子基因是會遺傳的查無不法，不爽來告綠能你不能,Non-offensive
1350,我想看202笑死繼續講這種話沒關係X謝謝賜票全台灣都中共同路人！新加坡人可以重新入籍嗎？這傢伙是怎麼了??慘了~藍營縣市一定都是中繼續崩喔繼續喊抗中保台沒關係，我曹董不要再敗票了抓到了，這一定是內奸XD老番顛了,Non-offensive
1351,該不會糖衣毒藥真好吃真香毒死人民啊!女人說不要就大可不必是不能讓國民黨吃,Non-offensive
1352,包天有甚現在民進黨說得算？劇本都擬好了，反正不起訴就職後再接管?嘻嘻,Non-offensive
1353,真拿文件就看圖說故事啊，不「你字寫錯了，知道嗎？」一個畫面，各自解讀一旁都有人緊張到擦汗了,Non-offensive
1354,6年解決不了,Non-offensive
1355,跟我們一起來出征…..阿，要是柯文哲高虹安去打招呼綠能你不能,Offensive
1356,小綠自然當小綠的下場啊前黨主席貪污,Non-offensive
1357,黨內互打來這誰,Offensive
1358,政績什麼成績？房價創新高嗎？幹你娘垃圾母豬去死拉政績？是指EE園區嗎,Non-offensive
1359,不聽4%崩潰4%被打臉到臉腫爆了XD打臉詐騙党科屁必推把對柯的恨意上升成對黨的現在哪個政黨騙最大背棄人民進黨：是不是有人在臭？恰吉是跟33好交情,Non-offensive
1360,就一個側吱吶小粉綠,Non-offensive
1361,台積留台灣才比真的是測智商ㄟ這次只想看DPP輸多少正側翼的話居然上了檯面笑死XD今日最好笑XD盧只是代表鄉民發出本能的要直接頒給昌哥諾貝爾和平第一次想給盧秀燕按個讚,Non-offensive
1362,粉紅版還是有正常智商的人神奇豹紋大師,Non-offensive
1363,美國還有對英作講嚴重點才能榨取更多,Non-offensive
1364,噁心連地方選舉都要綁架人民中國鵬？？？？綠畜都以為世界很閒會去在絕對不選親中的民進黨喔喔,Non-offensive
1365,不要急相信論文是真的才是真智障徐巧芯是聽了彭文正的話在黨主席是賴欸...他不會修憲拿掉連任限制,Non-offensive
1366,不是又回來了上一次不是也演一次了嗎上一次就演一次了台南議長郭信良我無黨出來選還是榜邱莉莉真以為自己是誰啊？正國會上次跑的這次全部掛開除會怎樣？也不是沒退過看台南都覺得有趣罷免不會過沒正當性好民主,Non-offensive
1367,國民黨執政不是會把台灣賣可是民進黨做的爛到爆!!他未來有機會超越堅哥嗎~要不要統一一下說法只有DPP想搞戰爭,Non-offensive
1368,親民黨主席側翼準備出征,Non-offensive
1369,好啊,Non-offensive
1370,道歉傻傻分不清楚？李慶華也是貪個幾十萬的助拿議員來跟立委比?台灣的法律就是這麼爛，偏看相關涉案法條或是當事人假面議員是我想的那位嗎抓假面議員就是爽,Non-offensive
1371,下一任八成看稿才知道的是在摸魚打混敢酸ee等下被一條龍修理人家是真正醫師，菜英文連不再相信造神被網軍打壞了？？？別來蹭！自己當市長時登革2020是賴我應該會投！賴神？塔綠班開課了嗎？當時賴如果出來選就好了不看稿,Non-offensive
1372,吳哥哭台灣人：不會那麼衰遇到啦覺得自己不會這麼倒楣啊，都有英美智障寧願放棄國籍假日看到就提醒身邊會亂跑改去杜拜又不是100%詐騙,Non-offensive
1373,世界怎麼跟的上他們是帶投大哥馬奇諾防線被突破後法國已早知道打不贏,Non-offensive
1374,一次得罪兩個主翻牆粉紅敢不敢講習包子？後知後覺中國已經持續從1949持817？？？去啊,Non-offensive
1375,民進黨準備了啥這個要選前一個禮拜再出來我只選天體營故意弄兩個選苦苓變笨了,Non-offensive
1376,深綠蔣粉寧可事實就是33會被棄保事實就是蔣躺上但蔣有在幹嘛嗎?都21世紀了。別拿歷史數不愧是一代戰神，講到選舉民進黨在台北市40%基本棄三小？該投誰就投誰，不台北市民爭氣點讓陳第三當然棄爛時中啊,Non-offensive
1377,那這六年要掃除自己,Non-offensive
1378,繼續炒想太多，國民黨繼續炒你怎麼會覺得藍的會打房講的好像KMT不會炒房似誰上都一樣炒台南高雄台北餓8年了，嘻嘻ㄅ會吧,Non-offensive
1379,人人心中都新手吧,Non-offensive
1380,連搶個場貴黨新北搶輸場地,Non-offensive
1381,"笑死塔香港人整天躲在台灣關心他下次去嫖記得帶錢,沒人在垃圾党滾去吃屎這有病這個人好了啦",Offensive
1382,不太淺藍怕時鐘上,Non-offensive
1383,還計較那麼多保外就醫可以參加這個？直接無罪就是讚，台灣果然史上第一戰神還有其他條啊！他又不是只法律是法官的形狀了,Non-offensive
1384,終身黑道,Offensive
1385,全家下地獄騙神仔又在騙了,Non-offensive
1386,還有直接倒智商跟人品本來就不會同等有茶葉渣,Non-offensive
1387,堂堂前總統連發言塔綠班死忠側翼出征，誰不下午的阿扁打臉上午的阿扁這反串吧所以果然是要助選嗎怕被關回去吼哈哈以為這樣就不用關？什麼爛標題不要關我QQ聽到可能要被抓回去蹲,Non-offensive
1388,其他的自信點,Non-offensive
1389,不用看破麻今天選舉還能拉票喔！雀食，不用噓。只是結果不頭殼壞掉這句話也是看讀稿機才講的噁臭婊子滾,Non-offensive
1390,就解決這一切了不給申請的多半是違法的吧這就需要配套啊,Non-offensive
1391,2024送綠共下台灣高教被民進黨搞得烏煙側這些翼還死不瞑目提告啦,Offensive
1392,反阿扁貪好，那我們再給半年串供好大佬認證的黑菇黨不就想仿照高雄,Non-offensive
1393,國安局能有問題嗎抹黑造謠是共犯結構,Non-offensive
1394,不雙標叫他出塔綠班先裝瞎,Non-offensive
1395,我們有我們的玩邏輯就是旅館業要靠你救啊考試快到了要收各種手續費問鬆鬆小三看知不知道同感，可憐的是人民又一個為了自己方便，你中笑死,Non-offensive
1396,XD我看阿扁危中共同路人啦莫名其妙,Non-offensive
1397,毫無專業寬以律己最佳典範推,Non-offensive
1398,都還沒當過一日首長,Non-offensive
1399,標民進黨選台北市長,Non-offensive
1400,告死他,Non-offensive
1401,全民皆兵全民皆兵啦！,Non-offensive
1402,"這種器度還想宅宅表示....不追個新離職馬上退群組不得體在哪，回答得很好啊蔣不是說台北八年遲滯,找蔣萬安是不是等著抄答案不是黑道阿北可不要的喔務實不會交際",Non-offensive
1403,大家知道要怎麼辦了笑死,Offensive
1404,崩潰崩潰最佳助選那隻貓好噁心示範崩潰耶XDDWeCare,Non-offensive
1405,不是學繼續保就對了,Non-offensive
1406,不負責了柯黃齊是誰？3+11破口桃園呢?!?病毒不能空降嗎？前幾天講80分是？果然台北萬華就是有蟲洞垃圾DPP難道病毒蟲洞來的嗎？封建台南人給我閉嘴人與人連結民進党病毒禍害全台哈哈,Non-offensive
1407,下去選完了開始互撕了哈哈獻殷勤想要柯幫他做事啊，都21世紀了要多提升人文就是知道柯缺乏這方面的文這樣批評，下一屆選不上了藝文活動是吃喝玩樂？還是妳就不要做愛？白癡學姊,Non-offensive
1408,還無所謂,Non-offensive
1409,是要若真變公園，信不信會被太綠地炒不了房？認真無知？你如果把蓋綠地，宜居當成我在地居民啦,Non-offensive
1410,不怕又被關九都笑死人嫖妓中區六個就比中國小？,Non-offensive
1411,或,Non-offensive
1412,怎麼可證據都秀出來了肌肉低能咖這二位至終都不架空個屁,Non-offensive
1413,哈哈,Non-offensive
1414,而且還要小心治肩幫的那幾不要污辱我大新竹人智商看紅酒嘴的票數,Non-offensive
1415,柯家都是算計很強本市長選到變側翼，真有才可憐邊緣人,Non-offensive
1416,別像爽,Non-offensive
1417,笑死好多故事喔這樣檢討就對了！非常期待可憐，無法接受真話的慈禧希望每天都有連載很明顯不同派系啊你們就繼續何志偉,Non-offensive
1418,這樣有夠難看的未來市長被抓去關,Non-offensive
1419,心裡爽到不賴心裡應該很爽，英派被人威廉賴爽到內傷吧心裡暗爽得內傷不，不是沒努力，是前所未有人在偷笑終於,Non-offensive
1420,der錯好可怕的垃圾黨…原因：黑都是別人的錯不夠負面,Non-offensive
1421,別演了我倒覺得像王世堅這種才令跟coco姐搶飯碗喔,Non-offensive
1422,黑道治黨民進黨就沒要處理啊,Offensive
1423,綠共就是噁台灣的憲法保障政黨自由，綠能妳不能民進黨不倒，不知悔改這跟比爛或是啥也沒關係薪違法在哪？自己的薪水乾你人家有党證！妳有嗎？學屁民進黨可以,Non-offensive
1424,苗還錢也能嘴,Non-offensive
1425,現在記者都如果騎170,Non-offensive
1426,綠能抗議一個沒公職的人,Offensive
1427,苗~本來想說點什麼,Non-offensive
1428,吃鋼筋水泥矽酸鈣板就別讓建商不開心某黨選前也說會過礦業法選世界各國都是用稅制抑制囤樓上不要再散播錯誤資訊新現在根本晚了,Non-offensive
1429,小綠滅亡吧只有時力在追弊案,Non-offensive
1430,真,Non-offensive
1431,承認了？「有40個小編輪流發文」林小胖林九萬,Non-offensive
1432,錢沒進主任口袋哪唯一出處是鏡週刊，其他媒說不定連給下一任都沒給X雖然跟這件事沒關係,Non-offensive
1433,短期交易現在短期稅很重要放長期口你在美國怎麼不去問川普^首先要回台灣低買高賣阿,Non-offensive
1434,中共同路人沒有這個國家過去DPP不認823現在我記得DPP的支持者,Non-offensive
1435,真沒做有點東西,Non-offensive
1436,崩成這樣該怎麼說呢？金口連你dpp,Non-offensive
1437,真的要跟慈濟開戰？民進党就走文革風，要人複哇～～～～中共同路人！哇，打稱謂喔，我感覺羅馬喔喔！民進黨開始吹起反攻塔綠班,Non-offensive
1438,終於要打了,Non-offensive
1439,民進黨沒初選出來的小弟對大哥鞠躬道歉了已經溫馨的黑道家族知錯能改,Non-offensive
1440,民進黨又還支出大於收入不等於沒有貪台灣模式保外就醫竄改歷史跟教材不意外哪時候公布貪汙明細先關滿刑期再來講好嗎他到底有沒有被關？陳水扁總統萬歲萬歲萬萬歲保外就醫第一人，法不敢判重點是支出用去哪了公布海角七億啦現在是民國幾年？現在是2022年沒錯吧一個案子15年搞不定，科類特赦嗎蔡蝗要公佈早公布了，現在這時要選舉了啊手抖了沒綠共哪時抓回去關阿扁加油！ma19特別費因大水庫理錢花在這些私人地方你還敢不知道其他法律人怎麼想把法官檢察官都當智障就是我說那個七億哪來的？湯圓都搓好了？阿扁本來就是是無罪的，只美國認證的,Non-offensive
1441,笑死,Offensive
1442,人家拿去做一樓智障一樓誠實中全臺灣都這樣你還有人行道可以騎,Offensive
1443,調過監就快滾了誰理你哀,Non-offensive
1444,她講的沒語病有人急了噓~~~~~~~~~~~要不要再投一次？幹你娘,Non-offensive
1445,讚口無遮攔就叫戰力高？沙皮狗不整容就很醜了老話一句罵人醜前真的先照Dpp真的墮落，養的貓狗老太太自介嗎一言不合就自介耶寇不是前馬粉嗎DDD他是不是不太正常..,Non-offensive
1446,死母想當年綠也不想當藍奴？今朱門酒肉臭感覺賴清德也在佈局了只知道吃喝嗎?三立垃圾新聞817的優質選擇☺噓~~~~~~~~~~~幹,Non-offensive
1447,就別動了想忍受蘇貞昌嘴臉就繼續支那賺1萬也不多啊,Offensive
1448,爽比古早的國民黨還要耍官威宰相出巡你們這些賤民在叫在那叭什麼,Non-offensive
1449,騙神明父女,Offensive
1450,"呵呵~二樓蔣這時候辭就知道他認為他我也搞不懂藍綠的低能邏輯帶職參選是好的文化嗎？忘小智應該去不了土城鴻海總辭了，黨機器就要求司法單不談錢的話的確,沒保護傘對柯建銘的助理能回捐30回捐大概是募款的，他只要新加坡曹捐錢狂捧執政黨合不合理就修法啊笑死。",Non-offensive
1451,嘻嘻講一些很幹的話,Offensive
1452,給你一個月好好釐清藍綠一家親,Non-offensive
1453,上次我就說真的要這政黑仔啊,Non-offensive
1454,哈哈抹黑潑玩水再刪文道歉..佛地魔水準,Non-offensive
1455,氣沒被肉搜之前你知道他是公還在批鬥沒護航啊，同樣標準幹他媽搞思想審查又不承認,Non-offensive
1456,高虹安也沒其他人承擔得起直接鼓掌通過準備培養接班了吧不用培養啦,Non-offensive
1457,懇請黑金當年來新竹拍是不是先現在又關心市政了？,Non-offensive
1458,為什麼一個台灣人會接到厚那是因為你在詐騙之島受過想請問一下,Non-offensive
1459,讓沒當過兵的女人執政就是馬英九就是屌馬最大的錯就是沒把這些覺馬英九,Non-offensive
1460,"難怪民還是央視最公平客觀那些""覺得自己才是愛台灣這篇讓樓上的1450又可三民自阿",Non-offensive
1461,民進黨絕對輸不起嗎？剛選完就來亂跟kmt一個樣韓屁事那麼多但如果不是落民進黨好煩推文還有幾個,Non-offensive
1462,變成國與國的戰爭後來roc交到了一個辣台HK咧？被8+9拐走後滿哪個是老爹賭輸被送養的小跟對岸的種種政治鬥爭相比這樣講法國開局不久在掛機如果共匪沒有起義，中華民不是1也是2，資源人口都蔣中正無能又拉不下臉中國自古就是騙農民得大位因為閩南人居多中華民國就跟台積電裡面掃中共用錯誤路線戰勝阿你以因為蔣光頭沒有把共產黨趕被共匪背刺啊,Non-offensive
1463,但我就是編故事周刊咩要繼續,Non-offensive
1464,選這什麼東西出來,Non-offensive
1465,我投33,Non-offensive
1466,沒上要道歉下架塔綠班她認真覺得死忠是一種稱讚台灣兩年沒總統了，不用重詐騙的也都叫我相信他欸之前推薦小智抄襲堅你也推薦,Non-offensive
1467,因為台北老年人真的很藍，當初靠白大勝,Offensive
1468,有喝是不是？上司這樣，難怪國軍都是北兵當久了就變這樣，部長不真的在裝白癡，國防部長這笑死,Non-offensive
1469,到時候我很想北妻啊！不夠謙卑，不修讓讓我想起,Non-offensive
1470,國家影片後段,Non-offensive
1471,媒體自肅大農七薇三,Non-offensive
1472,不會玩護國台灣人在汲汲營營時,Non-offensive
1473,我要看血流成河阿還不趕快叫去議會朗誦我想聽他說屁眼插快篩,Non-offensive
1474,現在賴老爺才蔡英文黨魁的時候怎沒聽你民進党談民主誒^,Non-offensive
1475,他當總統一等美麗島戴立安的民調再來東森民調會準嗎??坐等美麗島民調KMT只有只是要釣侯而已非韓不投，無韓去郊遊台北民調？塔綠班只要堵住侯友宜就穩朱沒總統命，還是洗洗睡吧改派朱立倫柯文哲奪冠ww民調我只信TVBS自由也我只投郭董柯第一名,Non-offensive
1476,哄堂大笑許信良夠陰險啊這是反串吧我覺得一點都沒錯,Non-offensive
1477,好太我可以投我就投了,Non-offensive
1478,笑死,Offensive
1479,show,Non-offensive
1480,可悲啊,Non-offensive
1481,竟然不是欠錢,Non-offensive
1482,爪爪很兇滴抓到了支持統一這個記者不會下標題欸抓到,Non-offensive
1483,蔣介石與毛澤東握手最時空背景不同之術抗中保台DHA啦笑死XDDD,Non-offensive
1484,懂吃,Non-offensive
1485,1.真的有夠會談判，哈哈哈哈你行你上！哦,Non-offensive
1486,what?還好吧,Non-offensive
1487,名字交出來啊,Non-offensive
1488,捷運,Non-offensive
1489,三民自故事體離大秘寶開啟時間越來越近自作賤的媒體土城找安了！三民自+周刊自拉自食再自三立加鏡週刊？當假消息看原來偵查可以公開Who,Non-offensive
1490,該we,Non-offensive
1491,Q台灣價值的砂鍋魚頭,Non-offensive
1492,這群笑死，搞清楚罷免的目的好哇,Non-offensive
1493,反串,Non-offensive
1494,太寒酸了ㄅ綠真的噁心雙標12億表示...12e,Non-offensive
1495,假新聞吧？你的八卦版在平行時空嗎因為八卦版的人要當兵，藍連反諷都看不出來的智力難好懷念馬區長台獨教父,Non-offensive
1496,選贏就就是死賴著不走，禿頭昌臉不下台負責,Non-offensive
1497,E,Non-offensive
1498,感覺超爛漫亞特蘭提斯1937年上海埃及古王國時期一黨專政？民進黨只想殲滅政敵統一共產黨就大一統了乾脆全部都官派好了，也不唯一支持官派笑死人,Non-offensive
1499,綠衛兵不是講假的蔡母豬的我是中國人一定會返鄉投票幹爆民進黨現在民進黨跟以前威權時代DPP控制媒體箝制思想真有比三樓不要臉的人嗎你以為威權時代過去很久了那些人沒死光,Non-offensive
1500,有這類人在,Non-offensive
1501,避風頭的出現了啊看南韓多久我們就一樣就好什麼時候你可以代表市民了這6成台北市民有多少還沒建議問閃鳥林九萬看看自己不敢提主張？草包就是我支持三年,Non-offensive
