label,,sentence,label
Non-offensive,221,跟綠側翼一柯明眼人都知道要暫避鋒芒侯友宜做多久了，撈跑炒不下去領錢塔綠斑侯就算撈跑，還是想投他都大贏了,Non-offensive
Non-offensive,222,還2024再讓民進黨輸到脫都是they的錯看來中介法是上定了綠共就是綠共都是阿共仔的陰謀啦good,Non-offensive
Non-offensive,223,十年確認而已,Non-offensive
Non-offensive,224,好好笑賴清德沒救了，只配給蔡英賴還蠻聰明的,Non-offensive
Non-offensive,225,反正有塞阿湯哥進薩克奇剪刀戰術不就是對零可以問他有沒有打到火雞嗎德國二戰前百大王牌都是百有基輔戰鬼厲害嗎美國的都普通,Non-offensive
Non-offensive,226,你自己簽了至少要先新訓打靶訓練吧,Non-offensive
Non-offensive,227,怎不敢說萬華啦XD要選舉改口了歐,Non-offensive
Non-offensive,228,民進黨又還支出大於收入不等於沒有貪台灣模式保外就醫竄改歷史跟教材不意外哪時候公布貪汙明細先關滿刑期再來講好嗎他到底有沒有被關？陳水扁總統萬歲萬歲萬萬歲保外就醫第一人，法不敢判重點是支出用去哪了公布海角七億啦現在是民國幾年？現在是2022年沒錯吧一個案子15年搞不定，科類特赦嗎蔡蝗要公佈早公布了，現在這時要選舉了啊手抖了沒綠共哪時抓回去關阿扁加油！ma19特別費因大水庫理錢花在這些私人地方你還敢不知道其他法律人怎麼想把法官檢察官都當智障就是我說那個七億哪來的？湯圓都搓好了？阿扁本來就是是無罪的，只美國認證的,Non-offensive
Non-offensive,229,太其實中間選民也早有認定，喵喵次元刀難得正常，還是要推一下！這就說明只靠死忠票,Non-offensive
Non-offensive,230,塔綠不好說吧原來是中時，那我放心了好了啦4%，現實風向仍然垃圾母豬，歷史的罪人到頭難過,Non-offensive
Non-offensive,231,33加油比較政績比較實際吧，打悲垃圾不分藍綠唯一支持黃珊珊推33,Non-offensive
Non-offensive,232,我聽你在放屁，丟可以,Non-offensive
Non-offensive,233,覺這種應該盡量告,Non-offensive
Non-offensive,234,？你能嗎？不在乎人命擋疫苗,Non-offensive
Non-offensive,235,再來啊,Non-offensive
Non-offensive,236,期待阿北解封柯文哲是,Non-offensive
Non-offensive,237,畢竟側翼大統領是讀稿姬啦,Non-offensive
Non-offensive,238,是誰聽支那鳥,Non-offensive
Non-offensive,239,ya明明是孩子不要臉，怎麼變如果屬鼠,Non-offensive
Non-offensive,240,補教都是我補習還沒上台大，我是大小智怕他隨便一補習,Non-offensive
Non-offensive,241,但就事論等下，這新聞可以爆出，代選輸不是檢討執政哪裡有問永遠都是別人的錯2024看來在野躺著選了今日人設是你們要我選的最好派梁出來,Non-offensive
Non-offensive,242,真拿文件就看圖說故事啊，不「你字寫錯了，知道嗎？」一個畫面，各自解讀一旁都有人緊張到擦汗了,Non-offensive
Non-offensive,243,幹嘛擴幹笑死,Non-offensive
Non-offensive,244,結果籃綠33加油一開口就在鬼扯，誰跟妳說還有30未完工代表至少還70%、30%的根據是怎懂？嗯？真懂？證據當然是DPP提供啊,Non-offensive
Non-offensive,245,ok國情不同你好氣喔打不打疫苗跟開不開放是兩不是精神科醫師發的文章我那就叫政府開放正常生活啊你是聖騎士流行病學專家嗎撒幣啊,Non-offensive
Non-offensive,246,輸的說台北停了八年的人，應該一樓很急啊很怕台北大秘寶被發現吼ㄏ網軍真的噁心，怎不去吃屎走不出自己的路,Non-offensive
Non-offensive,247,可沒設啥美國的前提你要不要先去看他那裡說要接受對岸的前提記得蔡前陣子也想和對岸對民進黨眾竟然無法在這個議應該依據憲法侵略中國才對看在美國的臉上？所以是有你的前提根本是錯的，就不美國本來是想放棄台灣，但台海現狀是中國不願開戰、是喔,Non-offensive
Non-offensive,248,黨會重用你不錯，明天可以去找苗博雅==你以為誰在繳稅金高雄負債有夠扯貪婪的桃園不錯,Non-offensive
Non-offensive,249,爽啦爽啦,Non-offensive
Non-offensive,250,可惜柯明年的預算還那麼努力XD100萬什麼垃圾侯都會跟議員選完後想先度個假錯了「二度覆議失敗」。別再丟柯的新聞一出來網軍就又高人家在等章市長指示有些現在不好買的規格容易記者又再掰故事了…人走茶涼,Non-offensive
Non-offensive,251,33真的希望奇蹟能發生雨再大也要去投票安安後面很多人啊好了啦選前最後一夜了，珊合理啊33幹了24年,Non-offensive
Non-offensive,252,但文體不快選舉了,Non-offensive
Non-offensive,253,下去選完了開始互撕了哈哈獻殷勤想要柯幫他做事啊，都21世紀了要多提升人文就是知道柯缺乏這方面的文這樣批評，下一屆選不上了藝文活動是吃喝玩樂？還是妳就不要做愛？白癡學姊,Non-offensive
Non-offensive,254,DPP半斤八兩中共打台灣跟哪一黨執政完老共和蘇俄本質一樣，不會笑死22K、服貿、4個月不愧是舔共第一人不急,Non-offensive
Non-offensive,255,大太監微服在那叭什麼這就是傲慢的垃圾啊,Non-offensive
Non-offensive,256,騙不了票笑死，2022年了還在賣愛河vs維多利亞港。粗暴原來這個不算政治，笑死農農是想走世堅,Non-offensive
Non-offensive,257,如有夢最美啦國民黨跟金門人最難過..綠共跟美國吧,Non-offensive
Non-offensive,258,民進黨都這樣阿？膿膿被大哥巴頭囉小弟還敢大哥說話了XD,Non-offensive
Non-offensive,259,怕被檢舉禁言說自己最民主的那的黨,Non-offensive
Non-offensive,260,"好香問一下,你爸有沒有女兒?只要能抗中保台就算黑道當爆料是好事啊，陳明文出來貪污自古就有",Non-offensive
Non-offensive,261,沒出過社會?剪下貼沒指印不給過真的越來越噁漱喂部？,Non-offensive
Non-offensive,262,那這六年要掃除自己,Non-offensive
Non-offensive,263,你不跟著丟石挖~好可怕的綠共這幾天看下來民進黨完全不民進黨這樣做就對了，繼續資工系的應該對大碩的洪逸對比邱議瑩弟弟升官,Non-offensive
Non-offensive,264,F-美國開放台灣免簽是在馬英幹,Non-offensive
Non-offensive,265,台灣這麼多事他只賴功德就蔡英文2.0,Non-offensive
Non-offensive,266,=,Non-offensive
Non-offensive,267,有發錢給巨匠不爽就上街遊行啊？用選票冥進黨執政下哪個機關不垃沒必要這樣一竿子打翻前人檢舉的沒當過兵是不是就官僚文化還是沒變~該重沒有犯罪沒有績效,Non-offensive
Non-offensive,268,在那邊悲憤幹下架民進黨是最大公約數入土為安<3浪漫哪,Non-offensive
Non-offensive,269,XDD未來最舊,Non-offensive
Non-offensive,270,大家不用吵了,Non-offensive
Non-offensive,271,中國烽等你們成功再說吧,Non-offensive
Non-offensive,272,拒絕拜登會面,Non-offensive
Non-offensive,273,不然大哥等著給點尊重,Non-offensive
Non-offensive,274,就是製造垃圾的一直都是啊...黑道治國啊，你忘了？垃圾公廟根本不配文化二字滿滿的票源,Non-offensive
Non-offensive,275,只能本名是,Non-offensive
Non-offensive,276,LSE論文官網下載,Non-offensive
Non-offensive,277,呵呵法官硬要調你去就慘了怕.jpg聽說這人在坐牢耶可以站台不能出庭幹你娘根本裝病阿扁能出來敢調皮就是進去蹲喔,Non-offensive
Non-offensive,278,笑死很簡單，當初說的跟做的不應該是黑熊怕被抓去EE園亂講,Non-offensive
Non-offensive,279,陳致中你兒子考大學有冷氣,Non-offensive
Non-offensive,280,被利用完了餓很久了選完花太多了，沒辦法，阿幀數有差嗎？認真到最後一刻,Non-offensive
Non-offensive,281,不然2022民就知道下流無恥、最不要臉出生證明是敗類幹你娘去死還好沒走,Non-offensive
Non-offensive,282,不過份舉債被講阿苗不意外綠共真他媽辣雞你幹嘛跟苗認真，他只會無塔綠班不聽,Non-offensive
Non-offensive,283,乾人夫很爽嗎吸眼球是支語知道嗎？？？房租每坪上限800總上限八千可以租我嗎那你知道當初租屋台北人信跟陳怡君一樣兩個草包其實台北人真的就是那麼蠢意圖使人複習王八千含稅顏小姐還有空房可以租嗎?那你還不退選?笑死，有夠孬不是喊很大聲叫別人辭？這把我不敢跟,Non-offensive
Non-offensive,284,搞不好她是賴系的COCO也知道是讀稿呢這兩個老女人都比不上一個以變質程度來看，比後扁時不想看到老妖婆應該也是D鬥啊鬥啊爽啊,Non-offensive
Non-offensive,285,內核就是膿包要推翻政府嗎,Non-offensive
Non-offensive,286,跟我晚上叫大哥欸欸,Non-offensive
Non-offensive,287,關我屁事投給我，不然又要被逼宮了幹你詐騙黨不會支持民進黨,Non-offensive
Non-offensive,288,很真是放屁，蘇貞昌他說他不為什麼不是王浩宇?非戰之罪？瞎挺論文就毀了只會撒幣的鈔能力嗎？蘇貞昌下臺就沒事了嗎？燦笑：全台農地變建地好簡不可能燦,Non-offensive
Non-offensive,289,我們懷念他又一個被幹掉了....挖幹你吸精瓶笑死聯合報很急哦聯合報少在那邊最好是錯拿，匪報又再洗錯拿,Non-offensive
Non-offensive,290,直接先堵住塔綠班的嘴國民兩黨有人要出來競爭最看看民進黨這樣，多好中肯，塔綠班潑糞一條龍綠共塔綠班哪次不是這樣耍不重要則不會被討論被造謠前幾天還有正黑的在那邊柯你三民自總編輯？不意外啊,Non-offensive
Non-offensive,291,血本無歸沒搞到當地身份，只能買地聰明的應該早就獲利了結回直接免役還跟你當兵不要出來選舉,Non-offensive
Non-offensive,292,總統能當,Non-offensive
Non-offensive,293,感謝惠賜一票抓到了！原來是拿奶茶包！敗票王，XX,Non-offensive
Non-offensive,294,這一刻我們都乾你屁事這人光出張嘴，大腸花別人笑死....救民進黨又要靠對岸了,Non-offensive
Non-offensive,295,"不審有差?有政府好安心可悲2020區域及政黨都很多房的財團,房東幫點讚哈哈哈……打房效果就已經果然..........三個月又三個月,三個月再不要懷疑政府炒房的決心演演戲而已",Non-offensive
Non-offensive,296,柯文哲現在才知1080p+60fps啊再囂張也沒幾天了哈哈領納稅人薪水上班的時間就塔綠班不只社會亂源也是台剛選完,Non-offensive
Non-offensive,297,真浪費納稅錢？？？,Non-offensive
Non-offensive,298,口號都一韓導：First,Non-offensive
Non-offensive,299,就表示申請搜索票的時台灣版的水門案，假如因為密碼3個人知道也太多,Non-offensive
Non-offensive,300,難道發什麼聲？中華台北沒矮化打領導人這三個字是沒招了互稱領導人,Non-offensive
Non-offensive,301,可憐喔蔡英文我投三次,Non-offensive
Non-offensive,302,民進黨絕對輸不起嗎？剛選完就來亂跟kmt一個樣韓屁事那麼多但如果不是落民進黨好煩推文還有幾個,Non-offensive
Non-offensive,303,羈押又罪這麼輕嚴懲又不會死刑，有個屁用嚴懲你各位草民死多少人了？別跟我説只有語畢，三萬交保高雄浮屍要不要查一下那就快去做啊，出一張嘴誰就是這樣才不怕，台灣的法我看是嚴懲批評黨的人吧嚴懲什麼,Non-offensive
Non-offensive,304,可受公評帥！說不定是少年股神這年頭真的不能說實話啦,Non-offensive
Non-offensive,305,不是大家都知叭叭,Non-offensive
Non-offensive,306,怎不說..有世界級媒體評選ㄉ世界百只要是民進黨就是可以抗中我看法不同，我是覺得囂張歪果人應該不清楚這貨的真黑道小弟濃濃：）就小王子過去被保護的很好看他講話搖頭晃腦就受不了他其實跟時中是同一種類型要比帥蔣友柏屌打這咖吧,Non-offensive
Non-offensive,307,被渲染成看到有人崩潰就是爽爛,Non-offensive
Non-offensive,308,你在政壇看你怎覺得他會改?4年前大不要換,Non-offensive
Non-offensive,309,不你不檢討你自己寧可對幹台問題之一就是派系內鬥不是怕檢討到英系吧0.0先來真的沒救了下位潘孟安,Non-offensive
Non-offensive,310,你居然用我的咒語對滿腦子只想舔共花錢買台灣的藥跟花錢買台捐過去，高價賣？上海封城你去找耶穌啦,Non-offensive
Non-offensive,311,柯屁民你只要把各縣市都調出來比唉，以前每天笑高雄人智障確實,Non-offensive
Non-offensive,312,包天有甚現在民進黨說得算？劇本都擬好了，反正不起訴就職後再接管?嘻嘻,Non-offensive
Non-offensive,313,實事以後台北警局可以繼續跟藍再忍一下啦,Non-offensive
Non-offensive,314,Siri,Non-offensive
Non-offensive,315,是被誰衝看回你的文就知道了,Non-offensive
Non-offensive,316,等等黨的大勝賴夠聰明的話就不應該現在賴又要被網軍修理了嗎都是民進黨的，就別想會置鄭文燦的論文出來說明～～不跟黑道劃清界線誰補都沒中共同路人上來加速統一等黃袍加身吧讓英系自己先當然是,Non-offensive
Non-offensive,317,交通跟群聚在戴不戴也要罵不戴也要罵,Non-offensive
Non-offensive,318,藍綠既得利益者只能說兩大黨的死忠票就是萬安還知道要演一下謙虛，這次怕綠的上，這種人很多移民日本很簡單阿。來日本死忠的還是很多都選完了33掛民眾黨….阿中就上事實證明顏色跟黨證十分管也不用那麼失望，至少新竹很多是怕走鐘上改投的台北,Non-offensive
Non-offensive,319,你是法官嗎馬的民進聽過鏡新聞喬執照,Non-offensive
Non-offensive,320,還真的以這本來就騙小孩的党的幹話聽聽就好,Non-offensive
Non-offensive,321,y黑道滾出台北市讚喔笑死,Non-offensive
Non-offensive,322,輸了才在罵她不是重度菸粉嗎XD中共同路人+1牆倒眾人推啊,Non-offensive
Non-offensive,323,我們還需要你的陳其邁？,Non-offensive
Non-offensive,324,台灣有你才會會垮掉最新？？？叉雞早就講過了不要結婚達爾文表示舒服很久以前別YT講過了,Non-offensive
Non-offensive,325,KMT保底4推，台北年輕朋友一定要站無所謂,Non-offensive
Non-offensive,326,感覺共產黨真的都一個模子出來秀一下血統啊，說你是XX麻煩製造者在檢討別人到底是誰玩火普丁大大學壞了,Non-offensive
Non-offensive,327,致中還在圈內欸書怎麼會是他寫的呢,Non-offensive
Non-offensive,328,關在男卸責不意外啊,Non-offensive
Non-offensive,329,可憐已垃圾不分藍綠藍綠團結，那就是利益有鬼有反應代表說對了友軍蔣市長會處理的，大家我信阿北沒實力不要大小聲藍綠大團結,Non-offensive
Non-offensive,330,聽夠這些鬼話這不是平常就要做到嗎？,Non-offensive
Non-offensive,331,在他一直都是這種人現在行政院長不用回答人民我以為蘇一年前就該下台了問題是誰任命的喀拉喀拉蘇一直都這樣,Non-offensive
Non-offensive,332,完了要被最好是普妹,Non-offensive
Non-offensive,333,可見塔哈哈哈哈哈哈哈哈哈,Non-offensive
Non-offensive,334,是用送的啦未看先猜~不可能下台聯合報的話可以信,Non-offensive
Non-offensive,335,"XD我只看到時代先被貴党淘汰懷疑死亡之翼會回又跑出來台北市長選舉敗選幾年了,智商真的姚姚多說點",Non-offensive
Non-offensive,336,被撿尾刀看了一下萬華得票率，做事33加油！她有沒有機會繼續當副市長25%等於中間選民全拿了33粉不意外啊，輸不起時33加油從妳說要繼續蓋社宅的瞬間33加油33,Non-offensive
Non-offensive,337,我是要投民進黨,Non-offensive
Non-offensive,338,郝成立南軟,Non-offensive
Non-offensive,339,我就記得馬選舉沒輸當初朱立倫也是第二任新北只要有心拉下塔綠班，就看有郭投郭沒郭投柯第二任哪有什麼不能出來選坦白說,Non-offensive
Non-offensive,340,不要擔心不會報啦，今天烏鴉上片了所以呢有比可樂重要嗎剛剛挖襙！那個利利怎魔肥成那西瓜市真的黑！台南很像改變不了什麼拉進垃圾車~黨內互打免費88槍嫌犯抓不到,Non-offensive
Non-offensive,341,最多就協可憐歐台灣被當成談判桌上菜英狗被打臉了,Non-offensive
Non-offensive,342,又照提案,Non-offensive
Non-offensive,343,柯哪個選區的這麼有才就沒政績趕緊來作秀,Non-offensive
Non-offensive,344,死光頭間哥說的沒錯，尤其是對立就你光頭臉皮最厚最嘴秋要比大聲,Non-offensive
Non-offensive,345,嘻嘻民進黨抗中保台,Non-offensive
Non-offensive,346,但是要畢大三就考上律師真的猛為什麼要逼他，中華都兩次阿扁考給他看再唸完,Non-offensive
Non-offensive,347,戰力不足雙標日常小朋友齊打T雙標仔用聖人的標準看待別哈哈哈哈哈哈哈長期使用ptt就知道綠粉3+11大功臣范雲社民黨笑死,Non-offensive
Non-offensive,348,一起好耶,Non-offensive
Non-offensive,349,綠師崩潰了打新竹市民耶，好可怕嘻嘻你北新竹人啦幹,Non-offensive
Non-offensive,350,car笑他們不敢啦,Non-offensive
Non-offensive,351,連慈濟都出征,Non-offensive
Non-offensive,352,蔣公子拿就是不想讓陳時中上,Non-offensive
Non-offensive,353,小英上場沒棄蔣保黃傻瓜民調,Non-offensive
Non-offensive,354,當作強烈希望他落選,Non-offensive
Non-offensive,355,衝撞大將軍？反正你就說砲灰跟黑龍一樣都給你說就好叫你要有黨證再玩吼看吧，不殷實的鄉長,Non-offensive
Non-offensive,356,都是被美差不多喔,Non-offensive
Non-offensive,357,低端記者昨天就有人貼過一模一樣的關了再說，曾經新聞報的好60萬>12億記者在檢調現場？新聞當作文在寫？還在偵察不公開,Non-offensive
Non-offensive,358,身邊的一民進黨定調2024繼續靠她最好是閉嘴蔣萬安助選大將之一好了啦～叩叩請繼續你的表演海水都退了…coco加油!DPP就靠可憐,Non-offensive
Non-offensive,359,尊重制度還是要審總統都能兼了總統誰敢審查啦,Non-offensive
Non-offensive,360,屁精好多人上車XD前面上車的好多之前的上車仔都沉默了w所以這種都是等告,Non-offensive
Non-offensive,361,繼續敗票嘿所以眼紅了？我是不信,Non-offensive
Non-offensive,362,罷希望他不屈不撓，2024凸(,Non-offensive
Non-offensive,363,又調皮阿北中指,Non-offensive
Non-offensive,364,=那你刪文啊…無言這邊有自己的價值判斷，罵社會大學不知道,Non-offensive
Non-offensive,365,馬超重要跪舔措施確實阿,Non-offensive
Non-offensive,366,我只問各位一句話：蘇的話光頭，不要拿生命開玩笑所以....這樣幾期啊？那14位專家名字列出來啊笑死誰相信幹你媽的報告呢?,Non-offensive
Non-offensive,367,新聞標題這樣寫反觀民進黨某些大佬口袋飽台灣人眼中只有藍綠就自業雖然我討厭壁爐，但帶風向選舉補助會納入公積金嗎？有錢沒錢差別很大抄襲仔有夠ugly正常,Non-offensive
Non-offensive,368,顆顆中華民國正統繼承人蔣萬安,Non-offensive
Non-offensive,369,民進黨沒初選出來的小弟對大哥鞠躬道歉了已經溫馨的黑道家族知錯能改,Non-offensive
Non-offensive,370,我要參選,Non-offensive
Non-offensive,371,穩了穩了反觀某黨…各種老胖吵貪出來賣還是去演藝？,Non-offensive
Non-offensive,372,easy你老婆不錯ching,Non-offensive
Non-offensive,373,你好厲害靠,Non-offensive
Non-offensive,374,會有報應小心鶴明又林鶴明又要來加分了阿中又贏不了笑死,Non-offensive
Non-offensive,375,care,Non-offensive
Non-offensive,376,但你綠,Non-offensive
Non-offensive,377,垃圾炒房黨越看越失望，唉！死忠的表示開心國昌開心，大聲呼籲支持小打房有愈打愈高的道理?投票就知道了,Non-offensive
Non-offensive,378,不然被踩在介於表態跟不表態之間?對付陰沉的菸媓,Non-offensive
Non-offensive,379,台北水看來台北人還是喜歡國民黨新竹水比較深,Non-offensive
Non-offensive,380,都要去美國,Non-offensive
Non-offensive,381,他是狗娘幹出口頭慰留是形式禮儀,Non-offensive
Non-offensive,382,o來，藍白現形測試文接受祝福阿高端仔....早日康復。可喜可賀在家隔離有更多時間可以做病毒加油,Non-offensive
Non-offensive,383,獨立理性客觀哈哈哈啊他跟退時力的都是好友,Non-offensive
Non-offensive,384,大家一原來是兒童醫院所以要查兒童**兒童醫院只是煙霧彈吧,Non-offensive
Non-offensive,385,笑死共產黨的功臣民進黨或成最喔，好，樂見塔綠斑的自我安慰開始了，＿＿人欠英系一個道歉?這標題我只聯想到植物人醒執政縣市守成這樣？剩下五個縣市還能說嘴,Non-offensive
Non-offensive,386,台灣亡國還那為什麼不課重稅呢？只會尋找正直不動產房地合一稅不是轉嫁下一手所以是用什麼代替？不敢講就別po文他是營利事業,Non-offensive
Non-offensive,387,留下來敗票這下國民黨2024又穩了可以,Non-offensive
Non-offensive,388,我喵已經在想反串讚哦推推推,Non-offensive
Non-offensive,389,生育率還你倒是編了一堆預算,Non-offensive
Non-offensive,390,大陸地蔡英文也是區長啊，麻煩正區長只有EE，畢竟中國台中國台灣貼紙都能用了，還馬前區長好可憐啊,Non-offensive
Non-offensive,391,是愛民粹的民進黨完把嗎去掉違規的成本這麼小，你自己要感謝oppa.chen警力先補足好嗎國家會落後都是官員和民代不這樣做,Non-offensive
Non-offensive,392,我這不是來了沒事，繼續玩歧視打斷手骨顛倒勇一個吃不飽,Non-offensive
Non-offensive,393,只要判高虹安有罪,Non-offensive
Non-offensive,394,不公務員們誰在針對你們，看四差這麼會查偏偏漏異獸阿喵,Non-offensive
Non-offensive,395,不要再爭了怎麼可能,Non-offensive
Non-offensive,396,抓阿扁要再戰台北市長嗎頭腦太清楚了，關回去這時候就沒人出來靠北文組難怪沒人救你,Non-offensive
Non-offensive,397,請問疫苗護照有科學這些都是國安機密，將來會全球突破最多的就國際垃圾不過mRNA疫苗也沒有後藥廠業務有柯學根據比較重要小凱處理一下太粗暴了啦柯是在當市長還是當醫生？$$$$講真的啦。還是打打進去的是臺灣價值啦,Non-offensive
Non-offensive,398,其邁趕快出來表示對，應該重用王浩宇跟四叉怎麼不炮,Non-offensive
Non-offensive,399,coc不是先罰了40萬了嗎，這NCC就党的打手，只會辦黨不開心,Non-offensive
Non-offensive,400,這叫做侵略這樣子中共的信仰會消失,Non-offensive
Non-offensive,401,已當選的公自己黨內寫黨規就好了啊,Non-offensive
Non-offensive,402,好誇張民進黨就黑幫選前弄一定軒然大波,Non-offensive
Non-offensive,403,郭黃當副手現在沒聲量的是黃，到底是這組合也太讚,Non-offensive
Non-offensive,404,很不方便1億美金,Non-offensive
Non-offensive,405,現在新聞都呵呵,Non-offensive
Non-offensive,406,中心理念差太多不回去救時力都快倒了黃如果想要有所作為需要有民眾黨真的缺黃國昌幫柯文塔綠班很怕喔XD黃33可以往立委衝了每天直播辯論吵架柯文哲，你是要選總統還是時力基本沒救~第三勢力還黃國昌適合法務部長這兩人合不來吧,Non-offensive
Non-offensive,407,中共鵬路人,Non-offensive
Non-offensive,408,反觀贏定了..33時鐘都沒救皇孫登基,Non-offensive
Non-offensive,409,無解真的有智障看不出來差別,Non-offensive
Non-offensive,410,擠一堆人我想低能的不是發明的人.你以為塞好塞滿有比較好？人家生活品質好，跟高端國以前都貼緊亂蓋,Non-offensive
Non-offensive,411,怎麼DPP哪一次有查到了打挺柯的才是阿苗該做的,Non-offensive
Non-offensive,412,主子叫你出來洗地喔不是民進黨的,Non-offensive
Non-offensive,413,連搶個場貴黨新北搶輸場地,Non-offensive
Non-offensive,414,之前嘴人穩了,Non-offensive
Non-offensive,415,就打趴阿扁了原po想證明他比馬扁更天連推文也能OP，真是不簡good!開燈一大堆耶,Non-offensive
Non-offensive,416,衰我正式宣布,Non-offensive
Non-offensive,417,1072，呵呵。終究回歸藍綠對決章的看好度快五成,Non-offensive
Non-offensive,418,幹話聽起來只有大範圍空間魔法這是低能兒嗎？耶魯？講幹話,Non-offensive
Non-offensive,419,在那叫什麼就投KMT啊怎樣2024你說對了,Non-offensive
Non-offensive,420,DPP阿扁要再起了嗎大家可以回家啦果然法律只保護懂法律的人好爽啊！綠共真的厲害馬英一定要深愛深信國務機要費靠，我的納稅錢還來什麼時候貪污除罪化一堆人還在那邊不特赦就要以後犯罪不用怕，有黨證就讚讚,Non-offensive
Non-offensive,421,挺到房子一說得好像國民黨有做什麼一國民黨做很多啊，一堆民進馬英九會打房哈哈哈哈，習國民黨怎麼不敢講法定薪水民進黨執政品質真的差以前講了很多就是不提房價必須從事詐騙?,Non-offensive
Non-offensive,422,"已經打到不知道要打綠能你不能,雙標老招了又不是民進党的，當然要辭有台灣價值抗中保台沒有辭綠能你不能有什麼好討論的打這個就蠢了！今年三大黨董哥",Non-offensive
Non-offensive,423,分析的不錯現在政府都靠騙嗎？我猜選舉前會大赦很多人阿扁真的邏輯超清晰頭腦這麼清楚我看你是想回哈哈哈句句命中要害,Non-offensive
Non-offensive,424,也不投抄襲仔新棄藍保白好可憐，好無奈投給林可以讓高少一票,Non-offensive
Non-offensive,425,姑婆黑勇樣厲害了民進黨阿林飛帆要高升去哪黑道黨部,Non-offensive
Non-offensive,426,你的朋友就是你們根本控制不了網軍,Non-offensive
Non-offensive,427,這咖就是雙標噁心塔綠班綠能,Non-offensive
Non-offensive,428,一定主持公道讓民進替中國鵬主持公道?所以投給張善政真的要還騙票黨一個公道確實啊,Non-offensive
Non-offensive,429,我就扛28年前誰執政的冷血母豬不意外抬走！抬走！我們緬懷他!?「火速架離」不是喔,Non-offensive
Non-offensive,430,說民進黨到現在還打這口號真的搞笑就算不被統一，台灣再這樣台灣已經被掏8年了,Non-offensive
Non-offensive,431,羨慕畢業旅行幫台北省這麼多錢結果畢旅那麼操，晚上去，早上回來等等新聞台就會開噴柯了最後一刻依然嗡嗡嗡沖繩又沒多貴,Non-offensive
Non-offensive,432,什麼時後看來陳錢總統身體安然無恙說個笑話,Non-offensive
Non-offensive,433,到底？,Non-offensive
Non-offensive,434,空心都是人民的錯，在那叫什麼原因每個人都知道,Non-offensive
Non-offensive,435,這是改革破四舊，立四新這些不是都中國古物嗎？外好啦,Non-offensive
Non-offensive,436,"所以他盡全力不不會下台了對皇帝來說,只有生與死,看旁邊一堆癟三",Non-offensive
Non-offensive,437,阿北像耶穌你可以直接說誰是黑道哇,Non-offensive
Non-offensive,438,"突然發現好一路好走R.I.P覺得熊貓有能力活在深山是無感,不過就是個動物界的我們懷念他貓熊可以安樂死，人不行R.I.P.",Non-offensive
Non-offensive,439,有人在問你有沒有妄是在嗆蘇院長嗎妄想買便宜愛鳳或愛P腿,Non-offensive
Non-offensive,440,戰力一樣強再推,Non-offensive
Non-offensive,441,蹭哪邊,Non-offensive
Non-offensive,442,同流合污不愧是小綠選舉前才準備來一發？都2022了還說國民黨威時代一堆背骨仔都跑走了，時力加油啊這種重要記者會國昌竟然不Kmt當然威權黨內都老派不是,Non-offensive
Non-offensive,443,再吹啊,Non-offensive
Non-offensive,444,要背這鍋,Non-offensive
Non-offensive,445,黑道好可怕，這樣大家要怎他學壞了,Non-offensive
Non-offensive,446,只有更無恥真委屈這位老人家了喔！嘔挾天子以令諸侯的現代代表大白話：我就是不走啦新局？全部下台兩個人輪流踢對方皮球讓人太好了,Non-offensive
Non-offensive,447,一起喵喵喵不跳船就等於否定自己的學那你前幾週還在護航林智堅支持小智的，論文都值得被鬥倒前面的,Non-offensive
Non-offensive,448,但心裡想著反省幾年還在反省20年前努力不夠真的很有努力三小，努力灑錢蓋不能呵呵,Non-offensive
Non-offensive,449,"乾脆叫世界偉人或是宇宙總4%可以先學師父開始讀習不懂永久執政的含金量嗎，這裡的馬屁真多，屁眼衣錠還有人自稱雍正咧XDDD文革有十年,",Non-offensive
Non-offensive,450,辦公室多查一點嘻嘻,Non-offensive
Non-offensive,451,E,Non-offensive
Non-offensive,452,看能敗掉多少可悲，沒別的可以講了，空飛彈穿過台灣,Non-offensive
Non-offensive,453,崩潰了,Non-offensive
Non-offensive,454,台北指考放榜馬上開始唸大一微蔣超爽，一上任有前朝省的延誤八年了,Non-offensive
Non-offensive,455,蔣隨便沒看到游淑慧跟王鴻薇先跳滿意度最爛的柯文哲要滾了繼續尿性下去啊我40年台推,Non-offensive
Non-offensive,456,看小說還我美麗之島巴哈一堆人提結果沒看到灰無名小站乾,Non-offensive
Non-offensive,457,窩沒有錯,Non-offensive
Non-offensive,458,嘻嘻可以了,Non-offensive
Non-offensive,459,凸(ﾟдﾟ)凸高也要吃看來票還是太多,Non-offensive
Non-offensive,460,Fa國王皇后聯合公園國王皇后青蘋果樂園給我你的愛,Non-offensive
