,sentence,label
2140,沒關係????,Non-offensive
1555,你嘴臉大家看破了吼喝喝,Non-offensive
1583,農農怎麼輸直接登出都還來得及膿膿ㄟ敗票王你不要要敗票了,Non-offensive
2697,要跟敵國溝通爭取,Non-offensive
590,蠻黑道也是好人，哇怎麼會講綠毛裝中立，好噁支持民進高虹安,Offensive
1319,多一席沒小黨底子不夠硬搞配票可能給錢就要黨拱你不就又回到配票？供三小這樣看起來是還不錯,Non-offensive
3155,不錯我不管在家還是外面有拿竹欸小,Non-offensive
3920,不是說不定,Non-offensive
3819,沒想到後面還史上最廢的總統現在還在做比EE寬宏的總統一樣爛，別想洗白還有個更爛的好爽,Offensive
2314,勝節姓田難道來自南投田伯光的基因真強襲胸一下,Offensive
402,直接修羅場不是說要延長兵役,Non-offensive
4588,用發回更審還是同一法官，笑有論文就直接拿出來公開內看來的確是假的了博士論文不是要發表才能畢連林智堅都拿得出論文了,Non-offensive
4187,偷酸喔XD某人是總機，這是答錄機。蠻像侯的怎麼每一題的答案都看起來都是幹話而言至少他不用像中規中矩，這樣很好啊XD怎麼都同一招選了一個標準空話政客上來笑了，不就有頭髮的韓導嗎至少不會齁齁齁這傢伙腦袋好像空空的欸？反正市長不是33就好有沒有投完隔兩天就後悔的我還以為跳針是撰文，結果對答如流?,Non-offensive
4571,搞抗中保台跟民進黨沒關係抗中飽黨好嗎ECFA廢掉再來講抗中保少在那邊亂詮釋,Non-offensive
1665,結果你非常不實用不適用又爛，碰水久了還軟根本戳不進去真的,Non-offensive
2694,就是背他會說是質子別丟臉了幹你娘民禁黨哇,Non-offensive
3169,這就是台甲甲日常,Non-offensive
412,那大家要支持先噴國民兩黨就會有粉粉高藍綠發大財？藍綠都反就是做對了藍綠大團結那就是說對啦垃圾不分藍白綠藍綠團結表示另一邊對了阿北真的很焦慮，快沒舞台原來選舉忙的時候，議員不團結就知道發生什麼事了藍綠一起支持的,Non-offensive
3197,這次還壓得內幕好可怕一個在講一個可凸(,Non-offensive
818,我就記得馬選舉沒輸當初朱立倫也是第二任新北只要有心拉下塔綠班，就看有郭投郭沒郭投柯第二任哪有什麼不能出來選坦白說,Non-offensive
3344,批了就被做的爛就批啊,Offensive
2827,TMD我說那個豬腳麵線呢？獎學金叫賄選喔，以前有沒主要是上台發獎學金尋求支4趴仔跟師傅學的嗎？,Non-offensive
3704,搞甚麼明星被一堆垃圾綠間諜害死,Offensive
3104,不就洗炸籠ㄇ我鋪鋁箔紙，每天用啊你買哪一家啊84,Non-offensive
3528,炒房幫兇,Offensive
3608,你翻譯,Non-offensive
3991,柯文哲穩了真的很朱只剩選台灣區代表了，總那就先恭喜民進黨囉噗,Non-offensive
2269,什麼領導人,Offensive
2021,被時力看出打假球下禮拜五就有心處理了連路邊野狗都知道黑道綠共下週五法案又再多一條了黨內黑道不除去,Non-offensive
4813,唉廢太子了功德神要上位了?論文炸裂直接投誠等接班\賴鄭配/,Non-offensive
3793,韓：全黨打一人？高虹安表示沒看過韓跟綠媒顏宇宙?吳怡農人設天天變，根本被民進黨真的很下賤膿包請看看高虹安跟韓導，這樣哪算什麼全黨打一人，不說，我還以為高虹安正在這也抄？幹嘛這樣罵民進黨會怕就不要出來選呀採到石頭就喊痛?,Non-offensive
3050,easy你老婆不錯ching,Non-offensive
1904,很不方每天核酸，存款2099才加強版綠共阿vpn會大賣看不到好萊塢影片我不行護照不能用做核酸了,Non-offensive
3468,人就散啦zzzzz這人有可信度嗎？開啦,Non-offensive
1322,那我決定有高級業務嘴的實力寧願相信世上有鬼也不信小妳講的是哪個平行宇宙的陳疫苗要排,Non-offensive
4549,民進黨不可能認錯,Offensive
2903,傻傻的沒事亂立flag，中央表現收！！雄雄可以放心@@尾刀仔，就祈禱不會被中央直接收割,Non-offensive
